video_id,title,description,channel_title,channel_id,channel_handle,published_at,thumbnail_url,view_count,like_count,months_since_publish,estimated_views_per_month,tracked_views_growth_per_month
iHzxgyAfo9c,The Stress Management Toolkit: Practical Hacks for Busy Consultants by Nikhil Desai,"This session covered a clear understanding of stress, its causes and its effect on productivity, health and relationships. Participants will learn simple, effective and time-tested techniques to dissolve stress, rejuvenate the body and calm the mind. The session was practical, engaging and designed for immediate application at work and in personal life.

Speaker biography
Nikhil Desai, International Motivational TEDx Speaker & Trainer

 - Featured TEDx Speaker on Unleashing The Potential In You & Your Organization
 - Founder & Director of The Centre For Excellence™, awarded Global Excellence In Training & Development
 - Honoured with WOW Awards Asia & Big Impact Award for Global Excellence in Motivational Speaking
 - Recognized for power-packed, high-energy motivational sessions that transform performance
 - Delivered sessions across oil platforms, luxury cruises & global corporate conferences
 - Inspired leaders and teams across Fortune 500 companies worldwide
 - Dedicated to Energizing People, Inspiring Excellence and Transforming Performance.

Global Recognition & Impact:
 - 34 Years
 - 42 Countries
 - 2,000+ Organizations
 - 250,000+ Participants
 - https://www.linkedin.com/in/nikhilpdesai/

This event was brought to you by the BCS Consultancy specialist group and BCS Business Change specialist group, supported by the BCS London branches.

BCS is the Chartered Institute for IT - a charity with a Royal Charter to promote and advance the education and practice of computing for the benefit of the public.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,@BCSMemberGroups,2026-03-04 00:00:00+00:00,https://i.ytimg.com/vi/iHzxgyAfo9c/maxresdefault.jpg,61,4,2.6940451745379876,22.64,
YLKodThURyk,OWASP Operational Technology (OT) Top10 Vulnerabilities | Cybercrime Forensics SG,"Synopsis
Operational Technology (OT) encompasses a wide variety of programmable systems and devices that have direct or indirect interactions with the physical environment. These technologies are integral to numerous sectors such as manufacturing, energy, transportation, medical, and utilities, where they play a crucial role in the operation and management of physical processes.
As OT systems become more interconnected and integrated with Information Technology (IT) networks, they face increased vulnerability to large-scale cyber attacks. This integration, while beneficial for operational efficiency and data sharing, exposes OT systems to the same cyber threats that typically target IT environments.
The goal of the OWASP OT Top 10 is to raise awareness about the top security risks and vulnerabilities specific to OT environments. By providing actionable recommendations, we aim to improve the security posture of OT systems and protect critical infrastructure from cyber threats.
This talk presents the new release of the initial OWASP OT Top 10 to a broader audience to achieve awareness if its existence, alignment with the state-of-the-art and applicability in the OT domain.
SPEAKER BIOGRAPHIES
Siegfried Hollerer
Siegfried has seven years of experience as a penetration tester, focusing on the analysis of web applications, IT/OT infrastructures, and social engineering attacks. In addition to his practical experience, he has obtained an OSCP certificate. Furthermore, Siegfried has gained experience in incident response.
During this time, he also carried out security management consultations, audits and certifications based on the OT security standard IEC 62443 and the IT security standard ISO 27000. Since 2020, he has conducted scientific research into the integrated modelling of IT and OT security requirements in combination with functional safety and quality requirements.
This has resulted in several publications, which are accessible via IEEE, ACM, Elsevier and Springer. During his research, he identified the vulnerabilities CVE-2021-47662, CVE-2021-47663, and CVE-2021-47664.
In 2023, Siegfried joined the Federal Ministry of the Interior (BMI) in Austria as a security architect and analyst to enforce the “Netz- und Informationssystemsicherheitsgesetz” (NISG), which is the national implementation of the NIS EU directive [cf. Directive (EU) 2016/1148] .
He also works as a lecturer at St. Pölten University of Applied Sciences, delivering lectures on web application and infrastructure penetration testing, network traffic analysis and reverse engineering, and supervising bachelor's and master's theses. Siegfried has been OWASP OT Top 10 Project Leader since 2025.
Andreas Happe
Andreas started out as software developer but got lured into pen-testing by the offer of free coffee. After 10 years of pen-testing, he started a PhD focusing on the use of LLMs for offensive security and started to freelance as pen-tester, app-sec professional, and ISO27001 auditor.
During this journey, he collected some certifications (e.g., OSCP, CRTE, CARTP, PNPT, COSP), taught web-security at the University of Applied Sciences in Vienna, and became co-leader of three OWASP projects/chapters, the most recent one being the OWASP OT Top 10. Still loves coffee.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,@BCSMemberGroups,2026-01-14 00:00:00+00:00,https://i.ytimg.com/vi/YLKodThURyk/maxresdefault.jpg,50,0,4.303901437371663,11.62,
80ZYx5B_pmc,"Careers in Tech & Quality - Starting Out, Moving Forward | Software Testing SG (SIGIST)","Careers in tech and in particular, Quality rarely follow a straight line.

This session brings together voices to speak about early careers, recruitment insight, and community perspectives to explore how people start, grow, and progress in roles where testing and quality are part of the work.

Alongside practical advice on entry points, skills, and progression, the discussion will touch on inclusion, different working styles, and why diverse perspectives, including how neurodiverse ways of thinking strengthen teams across the tech industry.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,@BCSMemberGroups,2026-03-13 00:00:00+00:00,https://i.ytimg.com/vi/80ZYx5B_pmc/maxresdefault.jpg,49,1,2.3983572895277208,20.43,0.0
8eA9HdoIYUA,The Boutique Consultancy Blueprint: What You Need to Know,"This session explores contractor vs associate work, direct engagements, and practical steps for building a successful practice.

This event provides a practical guide for professionals considering launching a boutique consultancy. It covers the critical factors influencing success, including legal and financial considerations, and the differences between associate and direct work.

Attendees will gain actionable insights and a structured checklist to help them plan effectively and avoid common pitfalls. The session combines expert presentation with interactive discussion, ensuring participants leave with clarity and confidence to take the next steps.

Presentation followed by discussion, offering practical advice, real-world examples, and an opportunity for attendees to share experiences and ask questions.

Key considerations when starting a boutique consultancy

 - Understanding IR35 and its implications

 - Contractor vs associate vs direct work models

 - Financial and legal essentials for independent consultants

 - Building a client base and managing relationships

 - Checklist for setting up your consultancy

 - Common challenges and how to overcome them

 - Opportunities for networking and collaboration

Speakers:
Purnima Gore
Stephen Reeve
Jessica Gill
Irene Dallas
Liz Noble",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,@BCSMemberGroups,2026-04-13 00:00:00+00:00,https://i.ytimg.com/vi/8eA9HdoIYUA/maxresdefault.jpg,49,0,1.379876796714579,35.51,0.0
NVbRAZy_mq8,Generative AI - Part 2 | Artificial Intelligence SG,"Generative AI is rapidly reshaping the landscape of intelligent systems. This virtual seminar covers cutting-edge research and visionary perspectives on the design, deployment, and governance of generative models. It explores how generative models are enabling adaptive control, task planning, and embodied intelligence in dynamic environments. It also addresses GenAI robustness, interpretability, and alignment which are critical pillars for deploying generative systems in high-stakes domains.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,@BCSMemberGroups,2026-04-30 00:00:00+00:00,https://i.ytimg.com/vi/NVbRAZy_mq8/maxresdefault.jpg,48,0,0.8213552361396304,58.44,0.0
1WyLznRc8_E,Playwright MCP (Model Context Protocol) - an AI automation tool | BCS Software Practice Advancement,"Over the past few months, a new approach to web testing emerged: using Playwright with GitHub Copilot to speed up authoring, explore scenarios, and refine assertions.

This presentation highlights how AI is reshaping the testing craft - making automation more iterative, exploratory, and collaboration-friendly.

It also walks through a practical setup in VS Code with the Copilot extension and MCP (Model Context Protocol) to connect AI assistance to a real project context.

Hybrid Event - 04.02.2026.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,@BCSMemberGroups,2026-05-01 00:00:00+00:00,https://i.ytimg.com/vi/1WyLznRc8_E/maxresdefault.jpg,45,1,0.7885010266940452,57.07,0.0
Ljj1x9-bsuk,Vibe Coding: Building Apps at the Speed of Imagination | Kent branch,"Artificial intelligence is being increasingly used as a tool to improve efficiency, innovation and drive outcomes more quickly at scale. The world of application development is starting to harness the emotional and create 'vibe' of developers.

In this session, you will learn more about 'Vibe Coding', what it is, how it's being used, the tooling, driving quality code and taking applications to production. A live demonstration will be provided and there will be time for questions and answers.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,@BCSMemberGroups,2026-01-26 00:00:00+00:00,https://i.ytimg.com/vi/Ljj1x9-bsuk/maxresdefault.jpg,45,1,3.909650924024641,11.51,
p8Mbcztr9iY,Use cases for AI in ITAM | SM-ITAM SG,,BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,@BCSMemberGroups,2026-04-23 00:00:00+00:00,https://i.ytimg.com/vi/p8Mbcztr9iY/maxresdefault.jpg,44,4,1.051334702258727,41.85,0.0
QITX5FUJRJc,Could European Businesses Really Replace US Technology? | BCS Oxfordshire branch,"As technology leaders, we sometimes have to ask ourselves “what if the worst happened”, rather than “what would we like to happen”. In that spirit, we set ourselves the challenge to ask: “What if access to US tech was suddenly cut off? Could European businesses still function in a world without American technology?”

The previously close relationship between Europe and the US is more tense now than it has been for decades. If economic or political strains led to tariffs or export restrictions, how exposed are European companies to their dependence on American technology? The simple answer: very.

Almost every organisation relies on technologies built by teams with US HQs. These geopolitical shifts raise important questions about vendor dependency, resilience, and technology risk mitigation.

In this talk, we explore whether a viable non-US workplace technology stack exists and how it compares in usability, cost, and integration with existing workflows.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,@BCSMemberGroups,2026-02-24 00:00:00+00:00,https://i.ytimg.com/vi/QITX5FUJRJc/maxresdefault.jpg,42,0,2.9568788501026693,14.2,
QR3rvpB0VHw,AI in Business – From Initiative to Implementation | BCS London Branches,"Speaker:
Asude Tarlacı - Strategic AI & Business Advisor and Founder of Londence

Synopsis:
Artificial Intelligence is reshaping how organisations operate and make decisions. But moving from technical capability to structured business implementation remains a challenge for many. In this session Asude explores AI from strategic perspectives. This session is designed for professionals who want to understand how AI moves from theory and experimentation into real-world, structured applications.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,@BCSMemberGroups,2026-04-09 00:00:00+00:00,https://i.ytimg.com/vi/QR3rvpB0VHw/maxresdefault.jpg,41,0,1.51129363449692,27.13,0.0
GzhhXEZy80U,Resurrecting Old Systems For Fun (and Profit?) | Kent branch,"This talk looks at the application of emulation frameworks, both for interest and as a serious solution. The speaker, Bob Eager, graduated in Electronics from the University of Kent in 1973, followed by a Master’s in Computer Studies at the University of Essex. He was then invited back to Kent to do research in the area of operating systems portability, followed by appointment as a lecturer in 1978, He was rapidly seconded to help evaluate the Edinburgh Multi-Access System as a replacement for the unreliable VME/K system.
He oversaw it for the next eight years, with some challenging technical issues along the way. He subsequently managed the University's VAXcluster for six years before moving on.
Throughout this time he was teaching, mainly operating systems and compiling techniques. He retired in 2015. In retirement, he has indulged his interest in historical computing, particularly in the areas of simulators and replicas. One of his recent projects was the resurrection of the Cambridge TRIPOS system on the PDP-11, from incomplete and internally incompatible pieces of source code.
His long suffering wife allows him to keep a lot of ‘junk’ (her words) in the house, a shed, and a large storage unit. His current project is the resurrection of the Edinburgh Multi-Access System, via an emulator which he is currently developing. This has involved writing a compiler and an assembler on the way!",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,@BCSMemberGroups,2026-01-30 00:00:00+00:00,https://i.ytimg.com/vi/GzhhXEZy80U/maxresdefault.jpg,38,1,3.7782340862423,10.06,
5ZXRQjOxVvk,Managing data risks in use of AI | IRMA SG,"The session will discuss on an important area of risk applicable to use of AI models and solutions throughout the lifecycle - that of data.

Data is the new oil but it is only valuable if it is refined. The session will also address what are the controls risk professionals should consider to mitigate the risk to acceptable levels.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,@BCSMemberGroups,2026-01-19 00:00:00+00:00,https://i.ytimg.com/vi/5ZXRQjOxVvk/maxresdefault.jpg,37,0,4.139630390143737,8.94,
arV6BpNagZc,Where is the value in data science? | Data Management SG,"The costs of having a data science function are obvious: staff wages and system running costs are highly visible and routinely reviewed by business leadership. The returns on this investment, are less clear and harder to evaluate. Not all the benefits of a data science function are directly measurable. In this talk, i will discuss three types of benefits that a data science function could provide, and how they can be measured.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,@BCSMemberGroups,2026-03-12 00:00:00+00:00,https://i.ytimg.com/vi/arV6BpNagZc/maxresdefault.jpg,34,0,2.431211498973306,13.98,0.0
0fnlzah9zZQ,DOVE: Deliver Optimal Values Efficiently | Quality SG,"Time to shift focus from processes to results. We need to focus on multiple stakeholder values, to focus on actually delivering measurable result streams, and to do so efficiently: at lowest cost.

This talk will present specific proven-for decades methods for success, if you are tired of failure and ready to do what it takes to really deliver values.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,@BCSMemberGroups,2026-01-19 00:00:00+00:00,https://i.ytimg.com/vi/0fnlzah9zZQ/maxresdefault.jpg,33,1,4.139630390143737,7.97,
B5R-9WFYa6A,Computing for Astronomy | Stoke-on-Trent and Staffordshire branch,"Computers have formed an integral part of both amateur and professional astronomy since the early days of modern computing. Prior to the dawn of the computer age, assistant astronomers were sometimes called computers, performing calculations and analysing data by hand.

Computers are now used everywhere in astronomy, from calculating the positions of celestial bodies and analysing images, to simulating stars, planetary atmospheres and the evolution of the universe. The talk will start with an introduction to astronomy, taking us from the local neighbourhood of our solar system to the large-scale universe of galaxies and clusters of galaxies.

We will then look at how we observe the universe, explaining the principles of telescopes and imaging, including the recent revolution in relatively cheap smart telescopes. This will be followed by the websites and software that help us to decide what to observe and to process our astronomical images.

We will finish by looking at computing in astronomy research with a brief overview of Andy's research using machine learning to find young stars in our Milky Way galaxy.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,@BCSMemberGroups,2026-03-13 00:00:00+00:00,https://i.ytimg.com/vi/B5R-9WFYa6A/maxresdefault.jpg,33,0,2.3983572895277208,13.76,0.0
sNkkkubx4RE,The 2026 Cyber Threat Landscape | BCS Merseyside branch,"Synopsis
This practitioner-led executive roundtable addresses the critical intersection of AI, regulation, and security operations for SMEs in 2026.
Designed for Owners, CTOs, and IT Managers, the session will cover:
• AI Security Convergence: Securing AI systems and defending against AI-enabled attacks.
• Regulatory Complexity: Navigating NIS2, GDPR, and post-Brexit governance.
• Supply Chain Risk: Managing vendor risk and software supply chains.
• Identity & Hybrid Work: Zero trust realities and identity as the new perimeter.
• Resilience: Moving beyond prevention to recovery and business continuity.
About the speakers
Alex Keyter is the founder of Generative Minds, an AI education and consultancy focused on preventing digital exclusion in the age of AI. With a background spanning education and software development, Alex specialises in making complex AI concepts accessible while building bespoke technical solutions. He is passionate about digital inclusion, entrepreneurship, and empowerment, and speaks internationally on AI’s impact on business and society.
Alina Fesu is a cyber security PhD researcher and Associate Lecturer at Liverpool John Moores University, specialising in intrusion detection and cyber resilience for resource-constrained environments. Her work focuses on practical, resource-aware security and effective detection where budgets, visibility, and expertise are limited. Previously at F5 Networks across the UK and EMEA, she gained insight into real-world security adoption across SMEs, public sector, and defence organisations. Alina teaches cyber security and computer science, with a strong interest in responsible AI for detection and triage, SME-focused security, and strengthening pathways between academia and industry in the Liverpool City Region.
Dr Muhammad Usman holds an MS in Computer Science (Cyber Security) and a PhD from Griffith University, Australia, with postdoctoral research experience at the University of Surrey. With over 22 years of academic, industry, research, and leadership experience across Australia, Asia, and Europe, he has held roles spanning engineering, lecturing, senior academic leadership, research fellowships, and project management. He leads the Human-Centred Intelligent and Secure Systems research group and specialises in cyber security, digital forensics, AI-driven systems, trust and privacy, and interdisciplinary applications including healthtech, agritech, and autonomous systems. Dr Usman is Programme Leader for BSc (Hons) Computing (Networks, Cyber Security and Forensics) and a member of IEEE, BCS, and the Computer Science Teachers Association.
Jerry Chidiebere Chukwudi is a Software Engineer at Ipsum Utilities Ltd with over a decade of experience building and securing large-scale systems in regulated, operationally critical environments. His expertise spans secure application development, APIs, cloud services, data protection, and system resilience.
Mike Chilvers is Deputy Chief Information Security Officer at Elanco Animal Health, responsible for enabling secure operations across global research and manufacturing environments. Leading Risk & Compliance, Security Operations, and Architecture, he promotes an engineering-led approach to security that aligns protection with business growth, innovation, and regulatory obligations. Mike works closely with executives and the Board to ensure security remains a strategic enabler of Elanco’s mission.
Nick Bell is Chief Information Security Officer at Inspired, overseeing cyber risk, governance, compliance, data protection, GDPR, and Health & Safety across the group. He led the development of a scalable security and IT operating model supporting growth from 100 to 800 employees during rapid M&A expansion. With 25 years’ experience in corporate IT across the energy sector, Nick views technology as a value-enabling service for the business. He holds an MBA from Warwick Business School and is a Chartered Member of BCS.
Ugochukwu Njubigbo is a Cyber Security Analyst working within the NHS, operating on the frontline of security monitoring, incident response, and threat analysis in a highly regulated, mission-critical environment. Experienced with Microsoft Defender and Sentinel, they specialise in translating cyber risk into actionable insight for decision-makers. Their interests include the evolving SME threat landscape, AI and security convergence, identity challenges, regulatory pressure, and supply-chain risk. They contribute a pragmatic, real-world perspective and value discussion-led forums focused on immediately applicable security strategies.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,@BCSMemberGroups,2026-03-13 00:00:00+00:00,https://i.ytimg.com/vi/sNkkkubx4RE/maxresdefault.jpg,31,0,2.3983572895277208,12.93,0.0
